구분,코드,키워드,,,
ATA,2521,14H TABLE IS TILTED,,,
ATA,2540,L61(L3 CENTER LAV) OCCUPIED PANAL,,,
ATA,2521,10C TRAY TABLE CANNOT PUSH TO FORWARD,,,
ATA,2542,LAV62 WATER BASIN CLOGGED,,,
ATA,2521,SEATS AFTER RESET WORIKING,,,
ATA,2521,42C TABLE UNBALANCED,,,
ATA,2521,29D SEAT BACK NOT FIXED,,,
ATA,2532,U3 GLY U9-6 COFFEE MAKER BREWING INOP,,,
ATA,2532,F5-18(C/M) FLOODED WHEN BREWING,,,
ATA,2540,LAV73 TRASH BIN HATCH DIDN'T CLOSE,,,
ATA,2521,1H TABLE IS TILTED,,,
ATA,2521,1H TABLE UNBALANCED.,,,
ATA,2530,AFT GLY G2A-14F LUBBER PAD DETACHED,,,
ATA,2521,25H SEATBACK IS NOT UPRIGHT,,,
ATA,2521,18C TABLE BALANCE CHK PLZ,,,
ATA,2541,LAV D STOWAGE DOWN PART UNABLE TO CLOSED,,,
ATA,2521,11A TABLE UN-NML WHEN RETURN,,,
ATA,2521,"35C,38C,14H,16G,20B,33D TABLE UNBALANCED",,,
ATA,2521,"31D,33D,35C,36C,42E MEAL TABLE UNBALANCE",,,
ATA,2521,34H TRAY TABLE UNBALANCED,,,
ATA,2521,"26C,32G TRAY TABLE UNBALANCED",,,
ATA,2532,COFFEE MAKER #4 BREW INOP,,,
ATA,2541,LAV8 DOOR SLIDING TOO STIFF,,,
ATA,2521,21C SEATBELT TILT,,,
ATA,2540,R4 LAV9 WALL TISSUE CASE IS LOOSENED,,,
ATA,2522,L1B JUMPSEAT HARNESS IS STIFF,,,
ATA,2521,14D MEAL TABLE IS LOWER THAN RIGHT SIDE,,,
ATA,2530,A2-2F LATCH IS LOOSENED,,,
ATA,2521,"16J,35A SEATBACK ABNORMAL",,,
ATA,2538,"FWD GLY F2-2,F2-3,F2-4 CART DIVIDER IS",,,
ATA,2532,F1-11 COFFEE MAKER IS OVER BREWED,,,
ATA,2532,MID GLY G2F22 OVEN NO WATER SIGN ON,,,
ATA,2532,G1 32B COFFEE MAKER INOP (B/C GLY),,,
ATA,2521,5K MAGAZINE PACK IS FALLING OFF,,,
ATA,2526,S2A CLOSET DOOR HARD TO OPEN,,,
ATA,2566,L1 F.A.K USED,,,
ATA,2532,G4AL15 TRASH COMPACTOR UNIT INOPERATIVE,,,
ATA,2521,3E TABLE COVER BROKEN,,,
ATA,2521,7A SEAT FUNCTION OUT,,,
ATA,2526,"32K,44G NWATE4R DROP FROM THE O.H.B",,,
ATA,2521,82K SEATBACK ABNORMAL(1I CAN NOT BE RECL,,,
ATA,2540,LM54 LAV WATER FUCTION NOT WORKING,,,
ATA,2524,SM1-3(L1 CLOSET) DOOR OPENS EASILY LOCKI,,,
ATA,2521,42H MEAL TABLE UNBALANCED,,,
ATA,2521,38H TABLE UNBALANCED,,,
ATA,2521,"24C,37D TABLE IS TILTED",,,
ATA,2523,L4 PAX DOOR ARM LINING PNL CRACK,,,
ATA,2521,"3F, 4K, 5F UPRIGHT GREEN LIGHT OUT",,,
ATA,2564,EXPIRATION DATE - EMK REMAINING SERVICE,,,
ATA,2565,EXPIRATION DATE - UPK REMAINING SERVICE,,,
ATA,2513,CKPT TOOL BOX BRACKET INSERT SEALANT,,,
ATA,2560,"EXPIRATION DATE-UPK(2EA), LESS THAN 180",,,
ATA,2521,4K: TABLE  UNBALANCED,,,
ATA,2530,FWD GLY ( F1-9) MENU1   NEED TO ADJUST H,,,
ATA,2521,31DEFG:   SEAT  BELT   SIGN  LAMP,,,
ATA,2530,R4B J/S     PBE  VELCRO IS LOOSENED,,,
ATA,2524,42B:   CURTAIN RAIL CHK.,,,
ATA,2560,5RH  O.H.B   FAK USED,,,
ATA,2521,"36G,    32C   CHK    TABLE  BALANCE.",,,
ATA,2521,41G:  TRAY  TABLE NEED TO BE FIXED,,,
ATA,2532,B/C  REFRIGERATOR NOT WORKING.,,,
ATA,2540,B/C   LAV NO.11   DOOR IS NOT  COMPLETEL,,,
ATA,2521,28H AMREST  PART IS  APATED,,,
ATA,2521,19H: THE RIGHT   SCREW  ON THE TABLE IS,,,
ATA,2532,AFT GLY  (A1-23)  COFFEE MAKER IS INOP.,,,
ATA,2521,21E:  SEAT  BACK RECLINE INOP.,,,
ATA,2540,L62 (LAV)  DOOR  IS TOO TILTED.,,,
ATA,2521,37G:   TABLE  BRKN.,,,
ATA,2521,4D: FOOTREST CHK PLS.,,,
ATA,2561,INFANT  LIFE VEST  BAG  OPEN.,,,
ATA,2521,41A:  SEAT BCK NOT  LOCKED.,,,
ATA,2521,11F:  SEAT  BACK  NOT LOCKED.,,,
ATA,2521,5A: SEAT   BELT  STUCKED,,,
ATA,2521,1H: SEAT INOP.,,,
ATA,2521,1K:  SEAT  CUSHION   BELCROW  FIX  INOP,,,
ATA,2521,5E 5F:  SEAT DIVIDER IS INOP.,,,
ATA,2521,37G: MEAL  TABLE LATCH NEED TO CHK.,,,
ATA,2532,B/C  GLY   UNDER  F1FR25 (LEFT SIDE) WA,,,
ATA,2533,AFT GLY   TRASH COMPACTOR INOP,,,
ATA,2521,36JK RECLINE INOP.,,,
ATA,2530,G4AR12 LATCH ADJUST MENT  REQUIRED,,,
ATA,2521,29H  30H  SEAT  CUSHION  CHG RQ,,,
ATA,2530,FWD  GLY  ( G1A13) LATCH    EASILY  BRKN,,,
ATA,2521,21J:   SEAT   BELT   STUCK  UNDER THE,,,
ATA,2521,30A: TABLE  COVER BRKN.,,,
ATA,2521,20A:  SEAT BACK INOP.,,,
ATA,2521,11D:   MEAL TABLE IS TILTED.,,,
ATA,2521,16K:   SEAT  BACK IS NOT FIXED.,,,
ATA,2521,40H:  SEAT  BACK IS NOT FIXED.,,,
ATA,2521,42B:   SEAT BELT   LOCATED INSIDE,,,
ATA,2540,L62  WASTE BIN   DOOR  (UNDER)  HINGE,,,
ATA,2521,21K:  SEAT BACK NEED TO FIX,,,
ATA,2532,G1A33B  COFFEE  MAKER   WATER  LEAKING,,,
ATA,2521,77C:   TABLE IS UNBALANCED.,,,
ATA,2532,"A1-11  COFFEE MAKER INOP-  C, D ZONE",,,
ATA,2521,56D:   SEAT  BACK  BUTTON INOP.,,,
ATA,2532,F4-8 OVEN  IN  MID GLY  NO STEAM.,,,
ATA,2524,TROLLY (IN  U2   CLOSET) LATCH,,,
ATA,2524,U5-3R(   ULR SIDE) LATCH IS STIFF.,,,
ATA,2525,17A A LINE  IS DROPPD FROM CEILING,,,
ATA,2521,21A:   SEAT ISN'T   RETURNED  COMPLETELY,,,
ATA,2540,LU43 (UL2 LAV)  NO WATER  SUPPLY,,,
ATA,2560,59A:  LIFE VEST  COVER DETACHED,,,
ATA,2560,MID R1  FAK OPEN.,,,
ATA,2530,AFT GLY   TRASH COMPACTOR ERROR   MSG,,,
ATA,2521,21D:  SEAT  UPRIGHT  POSITION NOT WORKIN,,,
ATA,2540,LAV  NO.5  ( AROUND  L3 DOOR) DRAIN,,,
ATA,2530,MID GLY  M1 SIDE  CHILLER IS  WEAK.,,,
ATA,2532,B/C  ( F1-09) COFFEE MAKER  BREWED,,,
ATA,2521,20K:  SEAT BACK IS UNABLE TO   RECLINE.,,,
ATA,2521,35J:SEAT BACK NOT FIXED,,,
ATA,2540,LAV8  (L4 DOOR  SIDE) DOOR NOT,,,
ATA,2540,LAV5 ( L3  DOOR SIDE) LIAUID  SOAP,,,
ATA,2530,FWD GLY ( F2-04) WINE CHILLER   RED  BUT,,,
ATA,2521,MEAL  TABLE UNBALANCED,,,
ATA,2540,LAV4   ( L3 SIDE)  LAV7 )L4 SIDE),,,
ATA,2521,MEAL  TABLE  UNBALANCED,,,
ATA,2532,AFT GLY   (A3-6)    REFIREGERATOR DOOR,,,
ATA,2521,15A:  SEAT BACK RECLINE INOP,,,
ATA,2521,10C:   SEAT BACK NEED TO FIX,,,
ATA,2560,EMK    USED - R2 O.H.B,,,
ATA,2521,25C:    SEAT BACK  IS NOT  UPRIGHT  POSI,,,
ATA,2526,21HJK   O.H.B   INNER   PANEL,,,
ATA,2524,DRAIN  COVER IN FORNT  OF THE CABIN LOG,,,
ATA,2532,G1A32B   FWD GLY    COFFEE  MAKER INOP,,,
ATA,2521,3K FOOEST THE   SCREW   STICKING OUT,,,
ATA,2524,L1    COAT ROOM   FRMAE  SPRING  SHARP,,,
ATA,2521,37A: MEAL TABLE US BRKN DOWN,,,
ATA,2540,LAV M    LOWER   STOWAGE DOOR  DETAHCED,,,
ATA,2524,F2-05 DOOR  LATCH  MALFUNCTION,,,
ATA,2521,3B 22A:  SEAT CUSHION   VELCRO,,,
ATA,2540,"MID LAV   ""L""   WASTE BIN  LATCH IS BRKN",,,
ATA,2521,29D: SEAT BACK   CAN NOT FIXED,,,
ATA,2540,R3   LAV   FIXED LATCH IS BRKN.,,,
ATA,2526,16 ROW   R SIDE   O.H.B  IS LOOSEND,,,
ATA,2526,16 R/H  O.H.B  LATCH   NOT SECURED,,,
ATA,2521,1D FOOT REST BOTTOM SIDE BAR NOT FIXED,,,
ATA,2521,23D HEADREST ABNORMAL,,,
ATA,2521,44H SEAT BACK NEED TO BE FIXED,,,
ATA,2521,"3H,5K PLS CHK TABLE BALANCE",,,
ATA,2540,LAV L LIQUID SOAP CANNOT BE USED,,,
ATA,2521,11B TRAY TABLE NEEDS TO BE BALANCED,,,
ATA,2543,LAV#9 SOAP DISPENSER IN-OP,,,
ATA,2521,30J UNABLE TO OPEN THE TABLE,,,
ATA,2542,LM81 BASIN STOPPER BUTTON MISSING,,,
ATA,2521,[SEAT] 45A NEED TO CHK HEAD PART,,,
ATA,2521,21H: TABLE LATCH BRKN.,,,
ATA,2521,12G:   HEADREST  COVER  CHG PLS.,,,
ATA,2521,35F: PLS CHK TABLE BALANCE.,,,
ATA,2521,PLS CHG 30A'S    SEAT BELT (   ),,,
ATA,2521,22C:  SEAT  BACK INOP,,,
ATA,2521,35A 40H:  TABLE UNBALANCED.,,,
ATA,2521,15K 23C 23H 35A 40H:   TABLE    BALANCE,,,
ATA,2521,44H:   TABLE UNBALANCED.,,,
ATA,2521,24E:   SEAT BACK NEED TO BE FIXED,,,
ATA,2521,"3A:   "" FASTEN  SEAT BLET""  SIGN",,,
ATA,2561,17D LIFE  VEST   CASE COVER  IS  DROPPED,,,
ATA,2530,AFT GLY  (A2-6)   STOWAGE  LATCH STIFF.,,,
ATA,2521,3K: B/C   SEAT   FRAME  IS DETACHED,,,
ATA,2521,19D: WHEN   LEANED ON THE SEAT BACK.,,,
ATA,2530,MID GLY  : M2-04  LATCH IS TOO SITFF,,,
ATA,2523,1D: NO SMOKING   SIGNAL  BLINKING.,,,
ATA,2523,39AC  44HK:   SEAT BELT SIGN  OFF ALL,,,
ATA,2532,FWD  REFRIGERATOR DOOR HARD TO  OPEN,,,
ATA,2521,10C: SEAT  CHK.,,,
ATA,2540,TOILET  OCCUPY  SIGN IN FRONT OF,,,
ATA,2521,22B:   SEAT BACK UNABLE TO RECLINE,,,
ATA,2521,22B:   SEAT BACK UNABLE  TO RELCINE.,,,
ATA,2524,METAL   FRAME  UNDER THE MSG  POCKETS,,,
ATA,2521,19D:  SEAT BACK AUTO RECLINED.,,,
ATA,2530,MID GLY WATER IS LEAKING,,,
ATA,2532,"B/C    AROUND  ICE DRAWER , WATER",,,
ATA,2530,B/C GLY:  BACK OF ICE DRAWER  WATER,,,
ATA,2530,MID GLY    G2F12 G2F15 ( FOLD  TABLE) CA,,,
ATA,2532,AFT GLY   TRASH COMPACTOR INOP,,,
ATA,2530,AFT GLY  INSIDE   MOLDING DETACHED,,,
ATA,2521,15K:   SEAT  BACK GREEN  BACK AUTO,,,
ATA,2540,L14    WATER   BASIN TOO NOISY.,,,
ATA,2521,4D: SEAT  FRAME   DETACHED.,,,
ATA,2521,34D:    SEAT  NEED TO FIX.,,,
ATA,2521,30G: SEAT  IS NOT  CONTROLLED,,,
ATA,2540,LAV  (L14 R1)   THE DOOR FAILLS.,,,
ATA,2532,B/C  ESPRESSO  HANDLE   GETTING,,,
ATA,2521,57E: RECLINE   BUTTON  IS TOO STIFF.,,,
ATA,2521,34K: WHEN  LEANED ON THE SEAT,,,
ATA,2524,HAFEX   GUAGE IS NOT NML.,,,
ATA,2532,U2-08 OVEN IS NOT WOKRING.,,,
ATA,2521,57D:   SEAT BACK INOP.,,,
ATA,2560,MAIN DECK  L3 FAK OPEN.,,,
ATA,2521,24J:    SEAT  BACK IS  RECLINING  AUTO,,,
ATA,2540,LAV2  SOAP  CONTAINER  PUMPING,,,
ATA,2530,AFT GLY    A2-2   LATCH  LOOSE.,,,
ATA,2521,34H 35A 35C 38G:  TABLE  BALANCE NEED TO,,,
ATA,2532,C ZONE  COFFE MAKER  NO.3 ( A2-10),,,
ATA,2532,FWD  GLY   EXRPESSO MACHINE ( F1-10) CHK,,,
ATA,2521,1E 1F:  SEAT  RECLINE INOP,,,
ATA,2521,41D:   ARMREST   IS  NOT FIXED,,,
ATA,2521,41A: CHK THE TABLE BLALANCE,,,
ATA,2521,40H:  TABLE   NOT FIXED.,,,
ATA,2532,AFT GLY  ( A3-6) REFRI - R SIDE  HANDLE,,,
ATA,2532,A2-3   CART    CHILEER LATCH LOOSEN.,,,
ATA,2521,37D 39D: TABLE  BALANCE CHK.,,,
ATA,2521,19B 22B 26C 27E 28H 29D SEAT  POCKET,,,
ATA,2521,37H:   SEAT BACK  NOT FIXED -     ȵ,,,
ATA,2521,21E:   SEAT POCKET   VELCRO  DETACHED,,,
ATA,2521,21A:  SEAT BACK   CAN'T  BE FIXED,,,
ATA,2560,FAK  ( R2) USED,,,
ATA,2521,1H: MEAL TABLE  STOWAGE  VELCRO,,,
ATA,2526,21  R  SIDE O.H.B    INSIDE   PANNEL  DE,,,
ATA,2526,22H: O.H.B    RUBBER  SEAL  DETACHED,,,
ATA,2521,38A:   SEAT BACK BUTTON IS INSERTED,,,
ATA,2521,25C: SEAT BACK RECLINE  DOES  NOT  WORKI,,,
ATA,2521,15C:  TABLE  UNBALANCED,,,
ATA,2521,19DEF 33C :    SEAT  CUSHION IS NOT,,,
ATA,2521,15F  SEAT  CUSHION  IS NOT  FIXED,,,
ATA,2561,10F:  LIFE VEST   COVER  NEED TO FIX,,,
ATA,2526,ROW12   R SIDE  O.H.B   WHEN  OPENING,,,
ATA,2521,26E:   SEAT BACK IS  DEFECT  IN RECLINE,,,
ATA,2530,AFT GLY G4F12 DOOR HANDLE BROKEN,,,
ATA,2530,AFT GLY G4F14 DOOR HANDLE BROKEN,,,
ATA,2526,R1 CLOSET DOOR HARD TO OPEN,,,
ATA,2521,9D BACKREST COVER LEFT UPPSER SIDE TORN,,,
ATA,2521,35C BACKREST COVER RIGHT UPPER SIDE TORN,,,
ATA,2521,6F RIGHT ARMCAP BROKEN,,,
ATA,2521,20F SEAT SIDE PANEL SEPERATED,,,
ATA,2521,37E:  ML TABLE IS UNBALANCED.,,,
ATA,2521,32G:  ML TABLE  BALANCE CHK PLS.,,,
ATA,2521,TABLE  UNBALANCE 41K 42K,,,
ATA,2530,AFT GLY  (A2-4F)    CART LATCH S,,,
ATA,2521,ARMREST IS   BRKN  DOWN,,,
ATA,2521,21G:  MEAL TABLE IS BRKN.,,,
ATA,2521,27A F TABLE  BALANCE INOP.,,,
ATA,2521,22D 27A 26F:  TABLE  BALANCE INOP.,,,
ATA,2521,21K:   ARMREST  IS NOISY.,,,
ATA,2530,MID GLY SMELL  VERY BAD   FROM THE FLOOR,,,
ATA,2521,37K:  MEAL  TABLE  TILTED.,,,
ATA,2521,12D 16D 18D 21E 17K   TABLE  UNBALANCED,,,
ATA,2521,25C:  SEAT BACK NEED TO BE ADJUSTED.,,,
ATA,2524,L2   S2L-1 CLOSET  LATCH CHK.,,,
ATA,2521,26C:  SEAT BACK INOP.,,,
ATA,2521,1G: SEAT INOP ( RECLINE),,,
ATA,2521,41AC:  SEAT BELT  CLEANING  NEEDED,,,
ATA,2540,LAV14 ( R1 DOOR) LAV36 ( R2 DOOR) THE,,,
ATA,2530,AFT  GLY   TRASH COMPACTOR INOP,,,
ATA,2521,15A:  SEAT  RECLINE BUTTON COVER MISSING,,,
ATA,2521,14A:  SEAT  CUSHION  ABNML,,,
ATA,2540,LAV14  TOILET IS CLOGGED,,,
ATA,2560,EMK USED   ( R4  AND R2 SIDE),,,
ATA,2530,L  SIDE MID GLY   CURTAIN  BUTTON  LOOSE,,,
ATA,2530,AFT  GLY  GAIN #10  REFRIGERATOR  DOOR,,,
ATA,2530,AFT  GLY  GAIN #11  TRASH COMPACTOR,,,
ATA,2530,AFTGLY   TRASH COMPACTOR ( GAIN11)  INOP,,,
ATA,2530,G2A13 WATER  OVERFLOW   FROM  FLOOR,,,
ATA,2521,29C:   TABLE UNBALANCE,,,
ATA,2521,34C: TRAY TABLE  NEED TO BE BALANCED.,,,
ATA,2521,STEEL  PANEL  ON  10ABC (WALL),,,
ATA,2521,14H:  SEAT BACK RECLINE INOP,,,
ATA,2540,LAV (L73)    BASIN IS CLOGGED,,,
ATA,2530,AFT GLY  TRASH COMPACTOR IS NOT,,,
ATA,2521,28G: TABLE IS  TILTED.,,,
ATA,2521,25B:  SEAT  BUTTON  IS NOT  WORKING.,,,
ATA,2521,18D:  SEAT BACK LOOSENED -   ȰŸ,,,
ATA,2540,LAV54 HOT  WATER  NOT WORKING.,,,
ATA,2521,17A: SEAT RECLINE INOP- ׳   Ѿ,,,
ATA,2540,L14 DOOR  ( B/C  R1) WAS  FALLING OFF,,,
ATA,2540,L14 LAV   DOOR (R1)   NEED TO CHK.,,,
ATA,2521,74 J  FOOTREST   INOP.,,,
ATA,2540,U3   LAV43   TAP  WATER INOP.,,,
ATA,2540,LM11   LAV AUTOMATICALLLY   FLUSHING,,,
ATA,2521,3K:  DOOR PANEL   DETACHED  ( BOTTOM),,,
ATA,2524,83J:  SEAT COVER CHANGE PLS.,,,
ATA,2521,SEAT BACK  INOP- UNABLE  TO FIX,,,
ATA,2532,U/D   U2 GLY   R SIDE   ACU2  CHILLER IN,,,
ATA,2540,R3  LAV LM54  DOOR    UNABLE   TO CLOSE,,,
ATA,2521,42A: SEAT BACK NEED TO BE FIXED.,,,
ATA,2532,MID   A2-6  TRASH COMPACTOR DOOR,,,
ATA,2524,LM54   WATER  CLOSET  CLOGGED.,,,
ATA,2521,25E:  SEAT BACK INOP,,,
ATA,2521,27G:  SEAT BACK RECLINE INOP,,,
ATA,2521,33C:  SEAT BACK RECLINE INOP,,,
ATA,2521,36G: SEAT BACK  RECLINE INOP.,,,
ATA,2532,M1 SIDE  (MID GLY)   CHILLER,,,
ATA,2532,A2-07  OVEN  (AFT GLY)    PWR OFF,,,
ATA,2532,AFT GLY   REFRIGERATOR PWR ON,,,
ATA,2532,AFT  GLY  REFRIGERATOR OPEATE,,,
ATA,2521,3A:   SHOUDER   BELT NEED TO BE REPLACED,,,
ATA,2521,24G 33D: TABLE NEED TO BE BALANCED.,,,
ATA,2521,28D 29D: TABLE  UNBALANCE.,,,
ATA,2560,L1 SIDE    CLOSET  FAK USED,,,
ATA,2521,26H 42A: TABLE  UNBALANCED.,,,
ATA,2521,38J 31G MEAL  TABLE TILTED TO,,,
ATA,2540,LAV #2   ( R2 DOOR) INSIDE DOOR FRAME,,,
ATA,2521,"27B,  14C:  MEAL TABLE  IS TILTED",,,
ATA,2521,40A:  SEAT BACK INOP,,,
ATA,2560,R4 FAK  USED - EYE PAD,,,
ATA,2521,40A:  SEAT  RECLINE INOP,,,
ATA,2540,BC  LAV( BOTH)   THERE IS OCCUPIED  SIGN,,,
ATA,2521,27H:   SEAT BACK NOT FIXED,,,
ATA,2521,1C:   TABLE  BALANCE CHK  PLS.,,,
ATA,2540,LAV  A  DRY ITEM  CASE CAN NOT,,,
ATA,2530,AFT GLY    G2A17   COMPARTMENT  DOOR,,,
ATA,2532,B/C  CHILLER  NOT WORKING,,,
ATA,2540,LAV  L   FAUCET  DRAIN STUCK,,,
ATA,2521,19J:  SEAT  ¼      .,,,
ATA,2521,38B:    SEAT POCKET IS DIRTY,,,
ATA,2521,IT IS  HARD TO ADJUST SEAT BACK,,,
ATA,2521,17C:  SEAT BACK INOP.,,,
ATA,2524,A1-5   CART   STOWAGE (INSIDE),,,
ATA,2524,A1-5  CART  STOWAGE ( IN SIDE),,,
ATA,2530,DEFECT  INAFT GLY    CUTAIN,,,
ATA,2521,18A:    SEAT CUSHION  STICKER IS  WEAK,,,
ATA,2530,THE   CURTAIN   TRACK  HOLDERS ARE,,,
ATA,2521,4F:   SEAT BACK  IS NOT FIXED,,,
ATA,2521,10F:   MEAL TABLE IS UNBALANCED.,,,
ATA,2521,"3E,4K UPRIGHT POSITION INDICATION GREEN",,,
ATA,2524,1D SEAT   COVER CHG.,,,
ATA,2521,26E TABLE  IS TILTED.,,,
ATA,2521,39D: TABLE  BALANCE.,,,
ATA,2521,16G:  UNBALANCED MEAL TABLE.,,,
ATA,2521,16G:   UNBALANCED MEAL TABLE.,,,
ATA,2521,34A: UNBALANCED MEAL TABLE,,,
ATA,2521,42E TABLE  BALANCE ADJUST PLS.,,,
ATA,2521,3C:  HEADREST (L/H)  BRKN,,,
ATA,2530,AFT GLY   DUTY   FREE COMP'T,,,
ATA,2530,AFT GLY  ( A1*24)COFFEE MAKER  BREW BUTT,,,
ATA,2561,24D: LIFE VEST CASE  LID  IS NOT,,,
ATA,2521,23E:   SEAT  CHK PLS.,,,
ATA,2526,43AC:  OVERHEADBIN  NOT,,,
ATA,2540,L34(R2 LAV)  SINK DRAIN NOT GOOD.,,,
ATA,2540,L4  LAV  #73  DOOR NOT TIGHT.,,,
ATA,2521,42D:  SEATRBACK  BUTTON INOP.,,,
ATA,2530,MID GLY   (M1-02) DOOR HINGE PIN,,,
ATA,2530,C ZONE  GLY :  A2-14 OVEN IS  STOPPED,,,
ATA,2540,LAV14 (B/C)    MIRROR  SHOULD AND FIXED,,,
ATA,2521,33A:   SEAT BACK RECLINE CHK PLS.,,,
ATA,2523,LAV11   OCCUPIED SIGN INOP.,,,
ATA,2527,A GLASS  WAS  SHATTERED,,,
ATA,2540,A  CAUTION  WAS ON DURING FLT,,,
ATA,2521,2D:  SEAT IS NOT WORKING  TO  UPPOSITION,,,
ATA,2532,MID GLY   G2A12 G2F14  G2F12 FOLD TRAY,,,
ATA,2540,B/C  L14  LAV LHT  NOT  BRIGHT.,,,
ATA,2530,G4AR12 DOOR LATCH IS  BRKN.,,,
ATA,2521,15K:   SEAT  RECLINE INOP.,,,
ATA,2540,R1  LAV (L11) WATER BASINS IS CLOGGED,,,
ATA,2521,10C:    SIDE FRAME COVER  LOOSEN.,,,
ATA,2540,LAV53  LAV61  WATER BASIN CLOGGED,,,
ATA,2521,42H:    SEAT  BELT   NEED TO BE CHG.,,,
ATA,2521,31A: UNABLE  TO RECLINE  SEAT BACK.,,,
ATA,2526,1A: OHB (L1  STOWAGE)   UPK IS NOT FIXED,,,
ATA,2532,GAIN2    OVEN CHK PLS (FWD GLY),,,
ATA,2530,G1A13 ( FWDGLY)  LATCH IS OUT.,,,
ATA,2540,R1 LAV   DOOR  BRKN.,,,
ATA,2532,F2-05   REFRIGERATOR   LATCH TOO  STIFF,,,
ATA,2540,LM54  PAPER ROLL  HOLDER   DETACHED.,,,
ATA,2532,U5-10 (U1 GLY)   ESPRESSO MACHINE INOP,,,
ATA,2532,U/D   GLY  ( U2-08) OVEN OUT.,,,
ATA,2530,"C,D  ZONE   GLY   R SIDE CEILING LHT",,,
ATA,2521,80E:  SEAT BACK NOT KEEP,,,
ATA,2521,43K 75EG:    WDW LHT IS  TURNS RED,,,
ATA,2560,L5     STOWAGE  EMK USED.,,,
ATA,2521,THE   RIGHT  SIDE  OF THE HEADPHONE,,,
ATA,2521,55E:  MEAL  TABLE IS TILTED.,,,
ATA,2521,52D:   SEAT BACK  BUTTON IN STIFF.,,,
ATA,2521,50B: LEANED  ON SEAT  BACK,,,
ATA,2532,"A1-11  COFFEE MAKER IN C,D  ZONE  IS",,,
ATA,2540,LM82  IN R5  SIDE  MIRROR STOOWAGE DOOR,,,
ATA,2532,U5-10   ESPRESSO  MAKER (IN  U1) INOP.,,,
ATA,2532,U7-10  ESPRESSO MAKER  IN RIGHT  SIDE IN,,,
ATA,2521,21D:MEAL TRAY  MOVES WELL  BACK,,,
ATA,2521,71B  81D:  SEAT POCKSET  COVERS,,,
ATA,2524,75~76ROW L SIDE    SIDE  CLOSET  IS  NOT,,,
ATA,2521,39B:  SEAT  BACK CAN NOT  BE  RECLINE.,,,
ATA,2521,1A:  SEAT PANEL  OUT.,,,
ATA,2521,21D:  MEAL  TABLE IS NOT FIXED.,,,
ATA,2521,76A:   WDW  STOWAGE  IS NOT OPENED,,,
ATA,2540,LU80   LAV  MIRROR   STOWAGE  IS NOT OPE,,,
ATA,2532,U4-6  REFRIGERATOR   HANDLE IS NOT OP,,,
ATA,2521,7E:   BAR  COVER IS DETACHED,,,
ATA,2521,70K:   SEAT BACK IS NOT FIXED,,,
ATA,2532,AFT GLY   BOILER NO2 ( A2-13) HANDLE  FA,,,
ATA,2521,16A: RECLINE INOP.,,,
ATA,2532,AFT GLY    REFRIGERATOR  OVERHEAT ON,,,
ATA,2532,MID GLY (M1-14) OVEN INOP,,,
ATA,2540,LAV3 ( R2)   WATER  SUPPLY  IS  CUT OFF,,,
ATA,2521,"16K,  28C:    SEAT  BACK INOP",,,
ATA,2521,25D 26D  MEAL TABLE  NEED TO BE BALANCED,,,
ATA,2521,15C:   SEAT BACK IS  RELEASED  (A LITTLE,,,
ATA,2521,28B:SEAT BACK IS NOT  FIXED .,,,
ATA,2521,26C 31H 40C:  TABLE  UNBALANCED,,,
ATA,2521,11J 17H 33K:  MEAL  TABLE IS TILTED,,,
ATA,2521,TABLE BALANCE  CHK PLS.,,,
ATA,2532,COFFEE  MAKER   NO1  (BC GLY),,,
ATA,2540,LAV9 (R4)  SOAP DISPENSER INOP.,,,
ATA,2521,34C: HEADREST  BAR NOT FIXED,,,
ATA,2521,4A:  SEAT INOP- NOT RETURN,,,
ATA,2532,EY   AFT GLY   (A1-09) CHILLER LATCH IS,,,
ATA,2524,L1    COAT ROOM LHT OUT,,,
ATA,2560,R4 SIDE   FAK OPEN,,,
ATA,2532,MID GLY    NO.2  OVEN   HANDLE DETACHED,,,
ATA,2532,MID GLY  NO.3 OVEN   VERY  WEAK,,,
ATA,2521,39K:  SEAT BACK RECLINE INOP,,,
ATA,2521,2H:  TABLE  COVER  NEED TO FIX,,,
ATA,2532,B/C  REAR   CHILLER  INOP.,,,
ATA,2521,1C:   SEAT  POCKET  TORN,,,
ATA,2530,<FWD GLY>  G1A2-24F/ 24R  :  DIVIDER,,,
ATA,2532,G1A-32B:   FWD GLY COFFEE  MAKER INOP,,,
ATA,2526,21    L  SIDE OHB   簡 Ǯ,,,
ATA,2532,AFT GLY   OVEN 4  IS NOISY,,,
ATA,2526,26 L SIDE O.H.B  IS  NOT   CLOSED,,,
ATA,2521,22H: SEAT BACK RECLINE INOP,,,
ATA,2521,INNER ARMREST ASSY WORN,,,
ATA,2522,CBN ATTANDENT SEAT(R3&L4) DOOR ASSY' BUM,,,
ATA,2524,3EF PARTITION INOPERATED,,,
ATA,2524,A1-26  CLOSET (L4)    LHT OUT.,,,
ATA,2524,R3  BRKN   RUBBER FROM THE PARTITION.,,,
ATA,2540,B/C  LAV  TISSUE   STOWAGE  DOOR NOT,,,
ATA,2540,LAV11 ( B/C)   TISSUE   COMP'T IS  BRKN.,,,
ATA,2521,39AC: SEAT  RECLINES DO NOT GO  BACK ENO,,,
ATA,2532,B/C    ESPRESSO MACHINE  FAILLED WHEN  W,,,
